,member_id,week,engagement,paused,EWS,risk_band,main_reason,reasons,action_tag,subject,message
13663,3184721C-C076-EE11-8179-000D3AE1A915,2025-08-11,1,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
40837,94413E7D-22BB-EF11-B8E9-002248183E7D,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
17751,403F87E7-99C3-EE11-9079-000D3AE1ADAB,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
17382,3EED2CF7-5063-EF11-A671-00224818733C,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
16597,3C0C22BD-1505-E011-A3C1-005056856D7D,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
43746,9EF1D241-7CB8-EB11-8236-00224814F001,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
44368,A13400B9-2D46-EA11-A812-000D3A7940D5,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
44644,A23E7A57-2D66-EE11-9AE7-000D3AE1A863,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
42792,9B879D61-5350-EE11-BE6F-000D3AE1AC14,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
49414,B3B886D3-C296-E711-A3AF-0050568522BB,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
64578,EB106200-AC6E-ED11-81AC-002248143711,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
2222,08309B37-EC46-EA11-A812-000D3A79770C,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
65725,EF3EFC92-932D-E911-A82C-000D3AE02358,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
65991,F0433D8B-9600-ED11-82E6-002248D3B542,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
67289,F50ABF4A-C15B-E811-BE26-0050568522BB,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
1467,055E53F1-D499-ED11-AAD1-00224818B881,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
69935,FE922A51-3CBE-EE11-9079-000D3AE1ABDE,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
67838,F716E866-BBED-EB11-94EF-00224814EFBC,2025-08-11,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
20227,4953178C-3663-ED11-9561-00224817FD55,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
15893,3997C848-914F-EF11-A316-002248183E7D,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
34124,7B8E9C90-7839-DF11-80EE-0050568522BB,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
67648,F65B5061-E858-EE11-BE6F-000D3AE1AC14,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
14957,361F9719-EAEE-EE11-904C-000D3AE1ABDE,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
24112,57435453-DE07-EE11-8F6D-000D3AE1A863,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
66592,F2686BA8-6F7B-DF11-A3B6-005056856D7D,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
69789,FDF792FE-EAEB-EE11-A1FE-000D3AE1A345,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
69910,FE7ABD37-0408-EE11-8F6D-000D3AE1A863,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
49174,B2D379F8-B304-EA11-A811-000D3A7940D5,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
19135,455B42CC-CA3F-EE11-BDF4-000D3AE1AEAF,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
11752,2ACAB9ED-F61D-EE11-9CBD-000D3AE1A496,2025-08-10,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
14122,330D22BD-1505-E011-A3C1-005056856D7D,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
10830,27929C90-7839-DF11-80EE-0050568522BB,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
32486,7591C4C5-1EEB-EE11-A1FE-000D3AE1AC14,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
49171,B2D03E3F-4266-EF11-A671-6045BD406853,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
62535,E3772A3A-7FEB-E811-A972-000D3AE12CC3,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
55753,CA75F802-7CC7-EC11-A7B6-002248D3B730,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
51412,BAEB7C7D-8349-EC11-8C62-002248182052,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
29043,6931F1BF-B22D-EE11-BDF3-000D3AE1A496,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
50973,B962C0A0-86E9-E911-A812-000D3A7946D7,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
64824,EBEC86FF-321D-EE11-9CBD-000D3AE1ADAB,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
49835,B52A0902-8441-EA11-A812-000D3A793F32,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
26710,60B362AF-A235-EF11-A316-000D3A796A2B,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
24909,5A0AFEB8-0941-ED11-BBA2-00224817F256,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
7817,1CD9C2BA-A635-EF11-A316-000D3A7963D0,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
42667,9B0F5E9B-6B33-EF11-8E4E-000D3A796435,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
49696,B4B2E0F5-AE40-ED11-BBA3-00224814F1F2,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
8151,1E20F006-B8A9-ED11-AAD0-00224817FC03,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
8475,1F479B00-0070-F011-B4CD-002248959096,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
41331,960E8DC4-675E-EE11-8DEF-000D3AE1A345,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
19139,455F8587-F77A-EC11-8D20-002248183866,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
58189,D35DDB7C-81D3-EA11-A813-000D3AE077B0,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
5603,14B300F4-1F30-EF11-8E4E-000D3A796435,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
20130,48F96BE6-E8C5-EC11-A7B6-002248D3B542,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
3558,0CFCB7BD-F0A1-DF11-A3B7-005056856D7D,2025-08-09,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
67077,F4377C55-565B-EF11-BFE3-002248183E7D,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
63075,E59367CD-FC13-EF11-9F89-000D3A79AC9E,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
32114,743D67C2-FBB2-ED11-83FE-002248143711,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
37490,87B4D3E8-A46F-E911-A84C-000D3AE02BC5,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
19068,451AAC43-E143-EA11-A812-000D3A7940D5,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
47683,AD5D9D51-F65A-4D2B-AD70-D7263FF82EB4,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
41826,97F436E8-F0A1-DF11-A3B7-005056856D7D,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
64059,E925F1ED-9399-4D83-BE8E-166D78442994,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
46289,A82BFE81-E668-F011-BEC3-002248959096,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
17231,3E556C8C-D02D-E211-AF3B-0050568522BB,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
21448,4DCA29A9-283E-EA11-A812-000D3A79724A,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
42810,9B9CD939-1A3D-EC11-8C62-000D3AE000CA,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
20036,4899F5D4-13F3-EE11-904C-000D3AE1ADAB,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
34083,7B6C718D-264F-EF11-A316-6045BD406853,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
65537,EE94FE11-AC5A-F011-BEC2-002248959096,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
18796,4421DAA4-0613-EE11-9CBD-000D3AE1A393,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
26907,61643A9D-907E-EE11-8179-000D3AE1AADF,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
6681,18A450D8-68CF-ED11-A7C7-00224818BACA,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
938,036981FA-99CB-EE11-9079-000D3AE1ABDE,2025-08-08,0,1,,Low,paused_state,paused_state,Paused — check-in,We’ll be ready when you are,Your pause is active. Want to pick your return week now? It takes 10 seconds → {resume_link}
