,member_id,week,engagement,paused,EWS,risk_band,main_reason,reasons,action_tag,subject,message
112,0202C866-C0D5-EF11-8EEA-6045BD3FB1A5,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
114,0210CDEE-C20D-F011-998A-000D3AE01541,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
119,022BCBC1-FACB-EF11-B8E8-6045BD3DE16F,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
124,0246EA78-4E2C-F011-8C4D-002248983D9B,2025-08-08,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
125,0249E278-D22A-F011-8C4D-002248983D9B,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
128,0256A1E8-DDD2-EF11-8EE9-000D3AE0E52C,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
134,026CFE6C-070C-F011-998A-000D3AE1830E,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
141,028BDDC0-CC54-F011-BEC2-0022489639CF,2025-08-10,0,0,,Low,drought_streak,negative_momentum|drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
151,02C0E659-7425-F011-8C4D-0022489639CF,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
156,02D50380-42C7-EF11-B8E9-002248183E7D,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
157,02D8D0C8-0FFF-EF11-BAE3-000D3AE01541,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
159,02DC226C-15EF-EF11-9342-6045BD3EBA89,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
161,02E2A993-AA5E-F011-BEC2-0022489639CF,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
162,02E637AD-316C-F011-B4CC-000D3ACB5731,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
164,02F6CA43-69DE-EF11-8EEA-6045BD3FB1A5,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
166,03045027-441C-F011-9989-002248D399AA,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
168,030908EE-FD60-F011-BEC2-00224895B18A,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
172,03262798-E318-F011-998A-000D3AE11AF2,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
173,03266935-2B31-F011-8C4D-000D3ACB562C,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
175,0341B0BC-BFDF-EF11-8EEA-002248183E7D,2025-08-08,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
177,034FEEEF-365D-F011-BEC2-002248959096,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
180,03722825-BBE8-EF11-9341-00224814ED7B,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
184,03897273-A525-F011-8C4D-000D3ACB5731,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
191,03A7B470-1CCA-EF11-B8E8-6045BD40F354,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
197,03D68149-5ADF-EF11-8EEA-6045BD3FABFB,2025-08-08,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
201,03F75269-F664-F011-BEC3-002248959096,2025-08-10,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
203,0400CEBF-3AF7-EF11-BAE2-000D3AE06371,2025-08-10,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
208,040B4B28-24D2-EF11-8EE9-6045BD3DE16F,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
212,0424BECE-25F3-EF11-BE20-002248E30A46,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
217,0436D361-D4DD-EF11-8EEA-6045BD40A39E,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
225,045DB8DC-BC3D-F011-877A-00224898B724,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
227,0463F845-7B4E-F011-877B-00224891C4F6,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
231,046C6E4F-73FF-EF11-BAE3-000D3AE06371,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
234,046F3BAC-38D1-EF11-8EEA-002248183E7D,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
236,04800C1A-EBCB-EF11-B8E8-6045BD3DE16F,2025-08-12,0,0,,Low,drought_streak,negative_momentum|drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
243,04A1471C-4BF6-EF11-BE20-000D3AE01541,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
258,04D0B4CA-9815-F011-998A-000D3AE06371,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
266,04F76129-14D9-EF11-8EEA-6045BD40F354,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
269,05052E00-5F1E-F011-9989-000D3AE11AF2,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
271,05120183-D535-F011-8C4C-002248127ECC,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
278,052E3A60-6755-F011-BEC2-00224895B75D,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
280,05333295-65CC-EF11-B8E8-6045BD40A39E,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
281,05430E87-C35A-F011-BEC2-0022489639CF,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
284,055886A7-8008-F011-BAE3-000D3AE11AF2,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
290,0578DE3F-48D5-EF11-8EEA-6045BD3FB1A5,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
291,057E567A-A04F-F011-877B-00224891C4F6,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
294,058E2060-DC36-F011-8C4C-00224895B18A,2025-08-10,0,0,,Low,drought_streak,negative_momentum|drought_streak|erratic_usage,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
295,058F83D6-E218-F011-998A-000D3AE17142,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
299,05B1D4B5-48F3-EF11-BE20-000D3AE01541,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
304,05C88944-A6CF-EF11-8EE9-000D3AE0E52C,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
306,05D1988C-224B-F011-877B-00224895B75D,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
331,064A5E85-9128-F011-8C4D-000D3ACB5731,2025-08-10,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
337,065C4FB3-1623-F011-8C4D-00224891C4F6,2025-08-10,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
339,06668DFC-9634-F011-8C4C-0022489639CF,2025-08-08,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
344,068DE400-1261-F011-BEC2-002248983D9B,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
350,069FDADD-99DE-EF11-8EEA-000D3AE0E52C,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
351,06A1FE94-9E2F-F011-8C4D-002248983D9B,2025-08-10,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
364,06DEBDB2-111F-F011-9989-000D3A79F7D3,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
367,06E400A1-EED3-EF11-8EEA-002248183E7D,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
368,06EE41F1-9F11-F011-998A-000D3AE11AF2,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
371,06F87AC6-D226-F011-8C4D-00224891C4F6,2025-08-10,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
379,07252C6F-06FA-EF11-BAE2-000D3AE17142,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
386,07300D9C-4855-F011-BEC1-002248991428,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
387,07304E69-4F1B-F011-998A-002248E30A46,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
393,0748D745-ADCC-EF11-B8E8-6045BD3DE16F,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
401,0758DA29-FD09-F011-BAE3-002248E30A46,2025-08-13,0,0,,Low,drought_streak,negative_momentum|drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
411,078557F0-3A5D-F011-BEC2-000D3ACC1D79,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
418,079EAFCD-CB5A-F011-BEC1-000D3A6A94F2,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
445,08381A02-80DF-EF11-8EEA-6045BD40F354,2025-08-08,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
446,083E1A5D-CCF3-EF11-BE20-000D3AE06371,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
448,08461E63-3320-F011-9989-00224891C4F6,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
449,08466028-AB3D-F011-877A-00224898B724,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
454,085D7E22-D12E-F011-8C4D-00224895B75D,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
455,08607CC0-1211-F011-998A-000D3AE01541,2025-08-08,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
459,086ECAAC-BB44-F011-8779-002248933AC9,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
461,0877663F-69ED-EF11-9342-002248183E7D,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
467,08A23DCE-5808-F011-BAE3-000D3AE1830E,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
469,08A488D5-C027-F011-8C4D-00224895B75D,2025-08-09,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
474,08BCD8B8-3634-F011-8C4C-000D3AD1E856,2025-08-12,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
482,08C9CD8F-8854-F011-BEC2-00224891C4F6,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
483,08D171E2-A3DF-EF11-8EEA-000D3AE0E52C,2025-08-08,0,0,,Low,drought_streak,negative_momentum|drought_streak|erratic_usage,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
494,0914487E-714A-F011-877B-000D3ACC1D79,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
495,091E0129-4560-F011-BEC2-002248959096,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
503,0956AD31-9C0D-F011-998A-000D3AE06371,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
504,095925EA-C336-F011-8C4C-0022489639CF,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
507,0969B45F-7567-F011-BEC3-00224891C4F6,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
513,097F3469-D2DE-EF11-8EEA-002248183E7D,2025-08-08,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
522,09A7BB6E-3FF9-EF11-BAE2-000D3AE11AF2,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
530,09D5D777-F240-F011-877A-00224891C4F6,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
536,09F5F198-BBD3-EF11-8EEA-002248183E7D,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
540,0A09D074-02D9-EF11-8EE9-000D3A79250E,2025-08-07,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
541,0A0C933E-DBE1-EF11-9342-6045BD40A39E,2025-08-11,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
546,0A2650F1-6476-F011-B4CC-002248959096,2025-08-13,0,0,,Low,drought_streak,drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
551,0A2C453D-5F55-F011-BEC2-00224895B75D,2025-08-11,0,0,,Low,drought_streak,negative_momentum|drought_streak,Reactivation,We miss you—ready for a fresh start?,We haven’t seen you lately. We’ve added a small credit and a friction-free next step. Reactivate in 1 click → {winback_link}
